-9.899999999999999911e-01 9.057427080576048173e-01
-9.699999999999999734e-01 9.075560062079286450e-01
-9.499999999999999556e-01 9.093729345847767487e-01
-9.299999999999999378e-01 9.111935004550784090e-01
-9.100000000000000311e-01 9.130177111008903612e-01
-8.900000000000000133e-01 9.148455738183571828e-01
-8.699999999999999956e-01 9.166770959203226488e-01
-8.499999999999999778e-01 9.185122847332261031e-01
-8.300000000000000711e-01 9.203511475915505669e-01
-8.100000000000000533e-01 9.221936918582762654e-01
-7.900000000000000355e-01 9.240399249186486141e-01
-7.700000000000000178e-01 9.258898541104894075e-01
-7.500000000000000000e-01 9.277434868237789400e-01
-7.299999999999999822e-01 9.296008306625493933e-01
-7.099999999999999645e-01 9.314618929477358478e-01
-6.899999999999999467e-01 9.333266804832098806e-01
-6.699999999999999289e-01 9.351952014517137535e-01
-6.499999999999999112e-01 9.370674653895989525e-01
-6.300000000000000044e-01 9.389434766764520601e-01
-6.099999999999999867e-01 9.408232358870477485e-01
-5.900000000000000799e-01 9.427067613568764770e-01
-5.700000000000000622e-01 9.445940858354189285e-01
-5.500000000000000444e-01 9.464851866801169411e-01
-5.300000000000000266e-01 9.483799762652900256e-01
-5.100000000000000089e-01 9.502785134378461951e-01
-4.899999999999999911e-01 9.521811425009298890e-01
-4.699999999999999734e-01 9.540879578153882434e-01
-4.499999999999999556e-01 9.559980048165156452e-01
-4.299999999999999933e-01 9.579101037416996034e-01
-4.100000000000000311e-01 9.598258007257123303e-01
-3.900000000000000133e-01 9.617503429780568380e-01
-3.699999999999999956e-01 9.636863394995760501e-01
-3.499999999999999778e-01 9.656231379322153252e-01
-3.299999999999999600e-01 9.675384842920301542e-01
-3.099999999999999423e-01 9.694246255617289254e-01
-2.899999999999999800e-01 9.713185195177995723e-01
-2.700000000000000178e-01 9.733115657617819050e-01
-2.500000000000000000e-01 9.755487905727633358e-01
-2.299999999999999822e-01 9.782358554254713123e-01
-2.099999999999999645e-01 9.816556811551353512e-01
-1.899999999999999467e-01 9.861840343003998033e-01
-1.699999999999999845e-01 9.922888067219933772e-01
-1.500000000000000222e-01 1.000499287408265436e+00
-1.300000000000000044e-01 1.011341361114568294e+00
-1.099999999999999867e-01 1.025254352241942613e+00
-8.999999999999996891e-02 1.042529803939064692e+00
-6.999999999999995115e-02 1.063399945457879747e+00
-4.999999999999998890e-02 1.087975550861145724e+00
-3.000000000000002665e-02 1.119225067829247910e+00
-1.000000000000000888e-02 1.153887359995645623e+00
1.000000000000000888e-02 3.228113741920833668e+00
3.000000000000002665e-02 3.323058451599208762e+00
5.000000000000004441e-02 3.416148697886327135e+00
7.000000000000006217e-02 3.507298508173304796e+00
9.000000000000007994e-02 3.596387533531948844e+00
1.100000000000000977e-01 3.683455091242571200e+00
1.300000000000001155e-01 3.768731769746457072e+00
1.500000000000000222e-01 3.852632011487723496e+00
1.699999999999999289e-01 3.935624011236187769e+00
1.899999999999999467e-01 4.017934937206880441e+00
2.099999999999999645e-01 4.099337076724101081e+00
2.299999999999999822e-01 4.179479688855479935e+00
2.500000000000000000e-01 4.258774855144506155e+00
2.700000000000000178e-01 4.339038163329148823e+00
2.900000000000000355e-01 4.423173741505965317e+00
3.100000000000000533e-01 4.513016680972765649e+00
3.300000000000000711e-01 4.602669787804292589e+00
3.500000000000000888e-01 4.676535035896391079e+00
3.700000000000001066e-01 4.727246748712248703e+00
3.900000000000001243e-01 4.758248491909501610e+00
4.100000000000000311e-01 4.775979602060939300e+00
4.299999999999999378e-01 4.786544736022854352e+00
4.499999999999999556e-01 4.794248456245882473e+00
4.699999999999999734e-01 4.801596776348631579e+00
4.899999999999999911e-01 4.810408518150037338e+00
5.100000000000000089e-01 4.822834119426140376e+00
5.300000000000000266e-01 4.841785276040607933e+00
5.500000000000000444e-01 4.870807449882486040e+00
5.700000000000000622e-01 4.913444407403076752e+00
5.900000000000000799e-01 4.972219600982199950e+00
6.100000000000000977e-01 5.047561950463361313e+00
6.300000000000001155e-01 5.137168605371391195e+00
6.500000000000001332e-01 5.236515140968343474e+00
6.700000000000000400e-01 5.340837890713937774e+00
6.899999999999999467e-01 5.447133799322792846e+00
7.099999999999999645e-01 5.554443651642957391e+00
7.299999999999999822e-01 5.662975706473847737e+00
7.500000000000000000e-01 5.773293587199834320e+00
7.700000000000000178e-01 5.885907180617911294e+00
7.900000000000000355e-01 6.001143733171961259e+00
8.100000000000000533e-01 6.119155216771007488e+00
8.300000000000000711e-01 6.239978334606644417e+00
8.500000000000000888e-01 6.363592955283730923e+00
8.700000000000001066e-01 6.489982286515847854e+00
8.900000000000001243e-01 6.619112812938474200e+00
9.100000000000000311e-01 6.751079452069514986e+00
9.299999999999999378e-01 6.885672615493598769e+00
9.499999999999999556e-01 7.023712030602914602e+00
9.699999999999999734e-01 7.162894508790104808e+00
9.899999999999999911e-01 7.310916170139457826e+00
