0.125 3.0 0.0 3.00000000082849 -4.494976579896906e-09 -8.023378137447364e-69
0.375 3.0 0.0 2.999999997934038 1.1208859581694139e-08 -8.237583357394523e-66
0.625 3.0 0.0 2.9999999903290413 5.2469738250644674e-08 -4.960217038783217e-63
0.875 3.0 0.0 2.9999999858178445 7.694521374035202e-08 -2.2389513277987053e-60
1.125 3.0 0.0 3.0000000151329305 -8.21036505163519e-08 -8.083295968589929e-58
1.375 3.0 0.0 3.00000011614909 -6.301663818228896e-07 -2.3927033740792414e-55
1.625 3.0 0.0 3.0000002321006773 -1.2592612296009549e-06 -5.861267598663116e-53
1.875 3.0 0.0 3.000000033631159 -1.8246571160630128e-07 -1.1883943908134718e-50
2.125 3.0 0.0 2.999998945936601 5.718814068171519e-06 -1.976589158084722e-48
2.375 3.0 0.0 2.999997005060181 1.624901910703546e-05 -2.632942317395744e-46
2.625 3.0 0.0 2.9999968439385922 1.712318557958817e-05 -2.638888646042497e-44
2.875 3.0 0.0 3.000005011947307 -2.7192358518153008e-05 -1.5796414191572262e-42
3.125 3.0 0.0 3.000027298416951 -0.00014810860770354844 4.567817789604015e-41
3.375 3.0 0.0 3.000052414478207 -0.0002843782393133715 2.7652750956800404e-38
3.625 3.0 0.0 3.0000299317836205 -0.00016239601079020123 4.404258009248603e-36
3.875 3.0 0.0 2.999874576644186 0.0006804537027960962 4.802503147034089e-34
4.125 3.0 0.0 2.999549024110301 0.002446464656444962 4.0714940949284585e-32
4.375 3.0 0.0 2.9992421704967085 0.004110820894101546 2.798298194819873e-30
4.625 3.0 0.0 2.999531597592877 0.0025409679852087196 1.5853487713817023e-28
4.875 3.0 0.0 3.0012541521048126 -0.006807492023855437 7.44089836681967e-27
5.125 3.0 0.0 3.004814798774715 -0.02615684920307918 2.8831502816409013e-25
5.375 3.0 0.0 3.009080638945953 -0.049380925221886 9.092577194644609e-24
5.625 3.0 0.0 3.0106944714303046 -0.05817886371133897 2.252142269674823e-22
5.875 3.0 0.0 3.004784091026473 -0.026005427091679894 3.954656992153136e-21
6.125 3.0 0.0 2.9869808763259726 0.07033463300860271 2.789761923259548e-20
6.375 3.0 0.0 2.955320736089555 0.2395533040286598 -1.0909101867037715e-18
6.625 3.0 0.0 2.9106797802479227 0.4735421893063356 -5.5213930824722155e-17
6.875 2.9999999999999982 0.0 2.855798755345147 0.7537267104352441 -1.5081395283077498e-15
7.125 2.99999999999997 0.0 2.793953871151009 1.0594519193521874 -3.0406459207729985e-14
7.375 2.9999999999995124 0.0 2.7281435525168467 1.3729785812228616 -4.87731075149774e-13
7.625 2.9999999999935993 0.0 2.660995190371355 1.68018051412378 -6.400550420574792e-12
7.875 2.999999999930534 0.0 2.595235879771352 1.9684429577908844 -6.946621751012237e-11
8.125 2.9999999993756976 0.0 2.534555488916656 2.2232637806904756 -6.243021272063907e-10
8.375 2.999999995388953 0.0 2.484544618097765 2.42511969894513 -4.611047172371882e-09
8.625 2.99999997260002 0.0 2.452526323655503 2.5503972536283843 -2.7399979986059073e-08
8.875 2.9999998759409223 0.0 2.4439595077935325 2.5832632106781577 -1.240590773561188e-07
9.125 2.999999644742776 0.0 2.455524053191506 2.5385441937446185 -3.552572240524588e-07
9.375 3.0000001294205836 0.0 2.4731741203041 2.4697144252934993 1.2942058380315937e-07
9.625 3.000009209599773 0.0 2.4826831510510865 2.4322564065599748 9.209599773068e-06
9.875 3.0000682906028517 0.0 2.481661441174019 2.4365011217537043 6.829060285179713e-05
